薬品名,薬価,原価,在庫量,単位,在庫原価額,在庫薬価額,回転数,処方量,処方原価額,処方薬価額,差益額,差益率,他出庫量,他出庫額,入庫量,入庫金額,棚１,棚２,棚３,レセコン医薬品No,レセプト電算コード,経過措置期限,剤型,発注先,毒薬フラグ,劇薬フラグ,麻薬フラグ,向精神薬フラグ,覚醒剤フラグ,覚醒剤原料フラグ,後発品フラグ,ＹＪコード,一般名称
カムシア配合錠ＬＤ「あすか」 H,23.20,21.27,69.000,錠,1468,1601,1.34,77.000,1638,1786,148,8.29,0.000,0,100.000,2127,c-5-,薬庫,,ｶﾑｼ04,622467301,,内服,ケーエスケー,0,1,0,0,0,0,1,2149116F1039,カンデサルタン　シレキセチル・アムロジピンベシル酸塩配合剤錠
レスタミンコーワクリーム１％ B,2.32,1.98,740.000,ｇ,1465,1717,7.53,7455.000,14761,17300,2539,14.68,0.000,0,7000.000,15149,L- -,薬庫,,ﾚｽﾀ10,620007811,,外用,メディセオ,0,0,0,0,0,0,0,2642702N1029,ジフェンヒドラミンクリーム
乳糖水和物「ケンエー」 B,1.57,1.40,1043.800,ｇ,1461,1639,0.03,54.600,76,85,9,10.59,30.000,47,500.000,700,S-1,薬庫,,ﾆﾕｳ82,620001120,,内服,アルフレッサ,0,0,0,0,0,0,0,7111001X1086,乳糖水和物
フェルビナクテープ７０ｍｇ「ＥＭＥＣ」　１０ｃｍ×１４ｃｍ H10.000,14.00,11.40,128.000,枚,1459,1792,60.61,2000.000,22800,28000,5200,18.57,110.000,1254,2300.000,26220,薬庫７,薬庫,,ﾌｴﾙ28,620007749,,外用,アルフレッサ,0,0,0,0,0,0,1,2649731S1178,フェルビナク貼付剤
ルーラン錠４ｍｇ H,10.70,10.20,143.000,錠,1459,1530,1.19,126.000,1285,1348,63,4.67,0.000,0,200.000,2040,c-3-,薬庫,,ﾙﾗﾝ03,620006169,,内服,ケーエスケー,0,1,0,0,0,0,0,1179043F1032,ペロスピロン塩酸塩水和物錠
ジクロフェナクＮａ坐剤２５ｍｇ「日新」 H,20.30,17.75,82.000,個,1456,1665,0.39,40.000,710,812,102,12.56,0.000,0,,,REI-3-,薬庫,,ｼｸ113,621362217,,外用,共和コーポレーション,0,1,0,0,0,0,1,1147700J2258,ジクロフェナクナトリウム坐剤
プロペト B,2.43,2.14,680.000,ｇ,1455,1652,2.20,1555.000,3328,3781,453,11.98,0.000,0,1500.000,3528,L- -,薬庫,,ﾌﾛﾍ031,667120036,,外用,スズケン,0,0,0,0,0,0,0,7121703X1330,白色ワセリン
ケトチフェンＰＦ点眼液０．０５％「日点」　３．４５ｍｇ５ｍＬ H,170.60,161.30,9.000,瓶,1452,1535,0.40,2.000,323,341,18,5.28,0.000,0,10.000,1613,k-11-,薬庫,,ｹﾄﾁ06,620005735,,外用,アルフレッサ,0,0,0,0,0,0,1,1319730Q1222,ケトチフェンフマル酸塩液
ザガーロカプセル０．５ｍｇ,260.00,241.17,6.000,カプセル,1447,1560,1.87,174.000,41964,45240,3276,7.24,0.000,0,,,c-5-,薬庫,,ｻｶﾛ99,1        ,,内服,ケーエスケー,0,1,0,0,0,0,,,デュタステリドカプセル
オルベスコ２００μｇインヘラー５６吸入用　１１．２ｍｇ３．３ｇ H,1201.90,1444.00,1.000,キット,1444,1202,1.00,1.000,1444,1202,-242,-20.13,0.000,0,2.000,2888,b-4-,薬庫,,ｵﾙﾍ03,620004890,,外用,スズケン,0,0,0,0,0,0,0,2290702G3028,シクレソニド吸入剤
ガスターＤ錠２０ｍｇ H,15.20,14.87,97.000,錠,1442,1474,0.46,58.000,862,882,20,2.27,0.000,0,,,e-2-,薬庫,,ｶｽﾀ02,610444042,,内服,スズケン,0,0,0,0,0,0,0,2325003F4031,ファモチジン口腔内崩壊錠
フラボキサート塩酸塩錠２００ｍｇ「サワイ」 H,9.00,8.18,176.000,錠,1440,1584,3.95,502.000,4106,4518,412,9.12,0.000,0,600.000,4908,j-1-,薬庫,,ﾌﾗﾎ15,620564307,,内服,共和コーポレーション,0,0,0,0,0,0,1,2590002F1517,フラボキサート塩酸塩錠
エソメプラゾールカプセル１０ｍｇ「ＹＤ」 H,24.00,19.70,73.000,カプセル,1438,1752,2.70,297.000,5851,7128,1277,17.92,0.000,0,243.000,4787,e-1-,薬庫,,ｴｿﾒ02,622920501,,内服,ケーエスケー,0,0,0,0,0,0,1,2329029M1043,エソメプラゾールマグネシウム水和物腸溶カプセル
オノンドライシロップ１０％ B,38.90,36.74,39.000,ｇ,1433,1517,0.10,4.200,154,163,9,5.52,0.000,0,,,S-1,薬庫,,ｵﾉﾝ04,620003140,,内服,ケーエスケー,0,0,0,0,0,0,0,4490017R1033,プランルカスト水和物シロップ用
ボアラクリーム０．１２％ H10.000,13.10,10.98,130.000,ｇ,1427,1703,16.17,1860.000,20423,24366,3943,16.18,10.000,125,1900.000,23497,K,薬庫,,ﾎｱﾗ04,620007780,,外用,メディセオ,0,0,0,0,0,0,0,2646724N1040,デキサメタゾン吉草酸エステルクリーム
メコバラミン錠２５０μｇ「ＪＧ」　０．２５ｍｇ H,5.70,5.00,285.000,錠,1425,1625,,,,,,,,,,,d-2-,薬庫,,ﾒｺﾊ18,622288901,,内服,アルフレッサ,0,0,0,0,0,0,1,3136004F1093,メコバラミン錠
プロパフェノン塩酸塩錠１５０ｍｇ「オーハラ」 H,15.00,14.22,100.000,錠,1422,1500,,,,,,,,,100.000,1422,c-2-,,,,620260002,,内服,,0,1,0,0,0,0,1,2129006F1050,プロパフェノン塩酸塩錠
リンデロン錠０．５ｍｇ H,10.80,10.00,141.500,錠,1415,1528,1.42,203.000,2030,2191,161,7.35,0.000,0,200.000,2000,d-3-,薬庫,,ﾘﾝﾃ29,620005134,,内服,スズケン,0,0,0,0,0,0,0,2454004F2090,ベタメタゾン錠
ロラメット錠１．０　１ｍｇ H,14.70,16.80,84.000,錠,1411,1235,,,,,,,,,,,デッド,薬庫,,,611120119,,内服,ケーエスケー,0,0,0,3,0,0,0,1124010F1030,ロルメタゼパム錠
エストリール腟錠０．５ｍｇ H,16.80,15.16,93.000,錠,1410,1562,,,,,,,,,,,デッド,薬庫,,ｴｽﾄ32,620007609,,外用,,0,0,0,0,0,0,0,2529701H1058,エストリオール腟錠
カルベジロール錠１．２５ｍｇ「トーワ」 H,10.10,7.05,200.000,錠,1410,2020,1.93,399.000,2813,4031,1218,30.22,0.000,0,300.000,2115,e-2-,薬庫,,ｶﾙﾍ33,622479201,,内服,東和,0,0,0,0,0,0,0,2149032F3091,カルベジロール錠
レンドルミン錠０．２５ｍｇ H,12.50,11.58,121.000,錠,1401,1513,2.41,338.000,3914,4225,311,7.36,0.000,0,300.000,3474,d-3-,薬庫,,ﾚﾝﾄ03,620004625,,内服,ケーエスケー,0,0,0,3,0,0,0,1124009F1223,ブロチゾラム錠
滅菌精製水「ケンエー」 B,0.51,0.46,3040.000,ｍＬ,1398,1550,0.51,1357.500,624,693,69,9.96,330.000,100,2500.000,1155,製剤室,薬庫,,ｾｲｾ39,620001848,,外用,アルフレッサ,0,0,0,0,0,0,0,7131700X1049,滅菌精製水
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ケミファ」 H,12.40,11.09,126.000,錠,1397,1562,,,,,,,,,126.000,1397,デッド,,,,622025001,,内服,,0,0,0,0,0,0,1,2590008F1050,タムスロシン塩酸塩徐放性口腔内崩壊錠
ザーネ軟膏０．５％　５，０００単位 B,2.20,1.80,775.000,ｇ,1395,1705,6.19,5800.000,10440,12760,2320,18.18,0.000,0,5500.000,10892,L- -,薬庫,,ｻﾈ4021,620004801,,外用,アルフレッサ,0,0,0,0,0,0,0,2649724M1039,ビタミンＡ油軟膏
フシジンレオ軟膏２％　２０ｍｇ H10.000,17.90,15.49,90.000,ｇ,1394,1611,0.38,50.000,775,895,120,13.41,0.000,0,,,K,薬庫,,ﾌｼｼ03,620007752,,外用,ケーエスケー,0,0,0,0,0,0,0,2634708M1037,フシジン酸ナトリウム軟膏
オランザピンＯＤ錠５ｍｇ「ニプロ」 H,18.90,16.20,86.000,錠,1393,1625,2.35,194.000,3143,3667,524,14.29,0.000,0,200.000,3240,I-6-1,薬庫,,ｵﾗﾝ89,622506201,,内服,ケーエスケー,0,1,0,0,0,0,1,1179044F4125,オランザピン口腔内崩壊錠
アムロジン錠２．５ｍｇ H,13.10,12.08,115.000,錠,1389,1507,10.70,824.000,9954,10795,841,7.79,0.000,0,900.000,10872,c-4-,薬庫,,ｱﾑﾛ05,620005904,,内服,ケーエスケー,0,1,0,0,0,0,0,2171022F1045,アムロジピンベシル酸塩錠
プレミネント配合錠ＬＤ H,51.40,51.40,27.000,錠,1388,1388,1.02,56.000,2878,2878,0,0.00,0.000,0,,,d-7-,薬庫,,ﾌﾚﾐ04,621769402,,内服,ケーエスケー,0,0,0,0,0,0,0,2149110F1040,ロサルタンカリウム・ヒドロクロロチアジド配合剤錠
エルデカルシトールカプセル０．７５μｇ「日医工」 B,19.90,15.94,87.000,カプセル,1387,1731,21.40,3007.000,47932,59839,11907,19.90,0.000,0,2900.000,46226,bara,薬庫,,ｴﾙﾃ081,622788101,,内服,日医工オオサカ,0,1,0,0,0,0,1,3112006M2045,エルデカルシトールカプセル
エプレレノン錠５０ｍｇ「杏林」 H,22.80,20.20,68.000,錠,1374,1550,1.93,264.000,5333,6020,687,11.41,74.000,1495,200.000,4040,C-7-1,薬庫,,ｴﾌﾚ02,622938801,,内服,ケーエスケー,0,0,0,0,0,0,1,2149045F2033,エプレレノン錠
ロートエキス散「ケンエー」 B,7.30,4.35,313.300,ｇ,1363,2287,0.00,0.000,0,0,0,0.00,114.700,499,,,S-1,薬庫,,ﾛﾄｴ32,620000512,,内服,,0,1,0,0,0,0,0,1249351B1052,ロートエキス散
アスペノンカプセル１０　１０ｍｇ H,23.00,22.23,61.000,カプセル,1356,1403,5.87,270.000,6002,6210,208,3.35,0.000,0,300.000,6669,c-4-,薬庫,,ｱｽﾍ02,612120232,,内服,アルフレッサ,0,1,0,0,0,0,0,2129004M1026,アプリンジン塩酸塩カプセル
プロスタンディン軟膏０．００３％ H10.000,37.50,33.90,40.000,ｇ,1356,1500,3.33,200.000,6780,7500,720,9.60,0.000,0,160.000,5424,K,薬庫,,ﾌﾛｽ20,620003256,,外用,ケーエスケー,0,1,0,0,0,0,0,2699705M1038,アルプロスタジル　アルファデクス軟膏
ミノマイシン錠５０ｍｇ H,13.80,13.17,102.000,錠,1343,1408,0.91,86.000,1133,1187,54,4.55,0.000,0,,,d-2-,薬庫,,ﾐﾉﾏ03,616150088,,内服,メディセオ,0,0,0,0,0,0,0,6152005F1052,ミノサイクリン塩酸塩錠
グルコンサンＫ細粒４ｍＥｑ／ｇ　カリウム H1.000,6.90,6.15,217.000,ｇ,1335,1497,12.85,4171.000,25652,28777,3125,10.86,0.000,0,3720.000,23944,g-3-,薬庫,バラ,ｸﾙｺ37,620006893,,内服,メディセオ,0,0,0,0,0,0,0,3229007C1032,グルコン酸カリウム細粒
イミダフェナシンＯＤ錠０．１ｍｇ「ＴＣＫ」 H,17.80,11.50,116.000,錠,1334,2065,4.33,498.000,5727,8864,3137,35.39,0.000,0,500.000,5750,j-5-,薬庫,,ｲﾐﾀ70,622793501,,内服,辰巳,0,0,0,0,0,0,1,2590013F2058,イミダフェナシン口腔内崩壊錠
スピリーバ吸入用カプセル１８μｇ H,105.80,95.21,14.000,カプセル,1333,1481,1.08,21.000,1999,2223,224,10.08,0.000,0,28.000,2666,REI-3-,薬庫,,ｽﾋﾘ01,620002421,,外用,メディセオ,0,0,0,0,0,0,0,2259709G1027,チオトロピウム臭化物水和物カプセル
ツロブテロールテープ０．５ｍｇ「久光」 H1.000,14.90,12.34,108.000,枚,1333,1609,6.49,798.000,9847,11895,2048,17.22,72.000,951,770.000,10104,K,薬庫,,ﾂﾛﾌ62,621720301,,外用,ケーエスケー,0,0,0,0,0,0,1,2259707S1217,ツロブテロール貼付剤
ヒアレイン点眼液０．３％　５ｍＬ H,353.20,332.80,4.000,瓶,1331,1413,0.00,0.000,0,0,0,0.00,0.000,0,,,k-11-,薬庫,,ﾋｱﾚ11,621999201,,外用,ケーエスケー,0,0,0,0,0,0,0,1319720Y2020,精製ヒアルロン酸ナトリウム液
モービック錠５ｍｇ H,16.30,15.44,86.000,錠,1328,1402,7.94,572.000,8832,9324,492,5.28,0.000,0,600.000,9264,c-3-,薬庫,,ﾓﾋﾂ04,620002431,,内服,ケーエスケー,0,1,0,0,0,0,0,1149035F1020,メロキシカム錠
サリグレンカプセル３０ｍｇ H,70.80,66.11,20.000,カプセル,1322,1416,9.39,1000.000,66110,70800,4690,6.62,0.000,0,827.000,54673,e-2-,薬庫,,ｻﾘｸ01,610451016,,内服,メディセオ,0,0,0,0,0,0,0,2399012M1034,セビメリン塩酸塩水和物カプセル
オキシコドン徐放カプセル５ｍｇ「テルモ」 H,121.40,110.12,12.000,カプセル,1321,1457,7.00,84.000,9250,10197,947,9.29,0.000,0,96.000,10571,麻薬,薬庫,,ｵｷｼ87,622303501,,内服,スズケン,0,1,1,0,0,0,0,8119002N1023,オキシコドン塩酸塩水和物徐放カプセル
ミコンビ配合錠ＡＰ H,40.90,57.15,23.000,錠,1314,941,0.95,77.000,4401,3149,-1252,-39.76,39.000,2229,,,デッド,薬庫,,ﾐｺﾝ01,621926601,,内服,スズケン,0,0,0,0,0,0,0,2149113F1027,テルミサルタン・ヒドロクロロチアジド配合剤錠
ゼスラン小児用シロップ０．０３％ B,6.70,5.55,236.000,ｍＬ,1310,1581,0.00,0.000,0,0,0,0.00,14.000,94,,,N- -,薬庫,,ｾｽﾗ04,620006955,,内服,ケーエスケー,0,0,0,0,0,0,0,4413004Q1058,メキタジンシロップ
シグマート錠５ｍｇ H,8.90,8.08,162.000,錠,1309,1442,,,,,,,,,162.000,1309,zaiko-nasi,薬庫,,ｼｸﾏ02,612170456,,内服,ケーエスケー,0,0,0,0,0,0,0,2171017F2024,ニコランジル錠
炭酸水素ナトリウム錠５００ｍｇ「ＶＴＲＳ」 H,5.70,4.92,266.000,錠,1309,1516,3.36,1603.000,7887,9136,1249,13.67,0.000,0,1200.000,5360,f-1-,薬庫,,ﾀﾝｻ69,621634904,,内服,スズケン,0,0,0,0,0,0,1,2344005F1061,炭酸水素ナトリウム錠
ヘパリン類似物質油性クリーム０．３％「日医工」 B,4.00,3.44,380.000,ｇ,1307,1520,3.89,2295.000,7895,9180,1285,14.00,125.000,433,2000.000,6910,L- -,薬庫,,ﾍﾊ1451,622271602,,外用,日医工オオサカ,0,0,0,0,0,0,1,3339950M1188,ヘパリン類似物質軟膏
リスペリドン錠２ｍｇ「アメル」 H,10.10,8.10,161.000,錠,1304,1626,2.69,304.000,2462,3070,608,19.80,0.000,0,300.000,2430,c-3-,薬庫,,ﾘｽﾍ31,620005616,,内服,共和コーポレーション,0,1,0,0,0,0,1,1179038F2070,リスペリドン錠
ロペラミド塩酸塩カプセル１ｍｇ「サワイ」 H,5.90,5.05,258.000,カプセル,1303,1522,8.42,1747.000,8822,10310,1488,14.43,151.000,755,1800.000,9005,j-7-,薬庫,,ﾛﾍﾗ16,620425104,,内服,共和コーポレーション,0,0,0,0,0,0,1,2319001M1353,ロペラミド塩酸塩カプセル
ベザトールＳＲ錠２００ｍｇ H,15.20,14.26,91.000,錠,1298,1383,5.01,363.000,5176,5518,342,6.20,0.000,0,300.000,4278,B-3-2,薬庫,,ﾍｻﾄ01,620002123,,内服,ケーエスケー,0,0,0,0,0,0,0,2183005G1234,ベザフィブラート徐放錠
ゲンタマイシン硫酸塩軟膏０．１％「イワキ」　１ｍｇ B,8.70,7.40,175.000,ｇ,1295,1523,10.31,4355.000,32227,37890,5663,14.95,0.000,0,4000.000,29600,L- -,薬庫,,ｹﾝﾀ21,621556601,,外用,ケーエスケー,0,0,0,0,0,0,0,2634710M1085,ゲンタマイシン硫酸塩軟膏
プラノバール配合錠 H,13.50,12.54,103.000,錠,1292,1391,0.17,20.000,251,270,19,7.04,9.000,120,,,c-6-,薬庫,,ﾌﾗﾉ08,620007058,,内服,メディセオ,0,0,0,0,0,0,0,2482005F1041,ノルゲストレル・エチニルエストラジオール錠
ホーリンＶ腟用錠１ｍｇ H,23.90,21.90,59.000,錠,1292,1410,0.41,30.000,657,717,60,8.37,0.000,0,,,k-5-,薬庫,,ﾎﾘﾝ05,620006525,,外用,メディセオ,0,0,0,0,0,0,0,2529701H2046,エストリオール腟錠
デパケン細粒４０％ H,20.20,17.30,73.500,ｇ,1272,1485,-1.58,98.000,1695,1979,284,14.35,0.000,0,,,zaiko-nasi,薬庫,,,620003578,,内服,,0,0,0,0,0,0,0,1139004C2061,バルプロ酸ナトリウム細粒
セレコキシブ錠１００ｍｇ「ＶＴＲＳ」 B,10.50,9.48,134.000,錠,1270,1407,9.15,622.000,5897,6531,634,9.71,0.000,0,0.000,0,zaiko-nasi,薬庫,,ｾﾚｺ221,622947601,,内服,ケーエスケー,0,1,0,0,0,0,1,1149037F1224,セレコキシブ錠
トラベルミン配合錠 H,5.90,4.97,255.000,錠,1267,1505,3.31,1034.000,5139,6102,963,15.78,10.000,50,800.000,3976,J-7-4,薬庫,,ﾄﾗﾍ05,620236101,,内服,アルフレッサ,0,0,0,0,0,0,0,1339100F1038,ジフェンヒドラミンサリチル酸塩・ジプロフィリン錠
ザクラス配合錠ＨＤ H,86.50,78.85,16.000,錠,1262,1384,1.60,130.000,10251,11245,994,8.84,0.000,0,,,c-5-,薬庫,,ｻｸﾗ01,622341701,,内服,ケーエスケー,0,1,0,0,0,0,0,2149121F2028,アジルサルタン・アムロジピンベシル酸塩配合剤錠
ボナロン経口ゼリー３５ｍｇ H,668.90,631.05,2.000,包,1262,1338,9.00,18.000,11359,12042,683,5.67,0.000,0,20.000,12621,N- -,薬庫,,ﾎﾅﾛ04,622223501,,内服,スズケン,0,1,0,0,0,0,0,3999018Q1022,アレンドロン酸ナトリウム水和物ゼリー
ムコソルバン錠１５ｍｇ H,8.60,8.93,141.000,錠,1259,1213,1.61,420.000,3751,3606,-145,-4.02,21.000,188,200.000,1786,d-2-,薬庫,,ﾑｺｿ15,620389501,,内服,スズケン,0,0,0,0,0,0,0,2239001F1696,アンブロキソール塩酸塩錠
リンデロン－ＶＧクリーム０．１２％ H5.000,27.70,22.85,55.000,ｇ,1257,1524,13.30,765.000,17480,21193,3713,17.52,0.000,0,710.000,16219,K,薬庫,,ﾘﾝﾃ07,662640416,,外用,スズケン,0,0,0,0,0,0,0,2647709N1060,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩クリーム
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「クニヒロ」 H,45.60,28.50,44.000,錠,1254,2006,4.69,335.000,9548,15276,5728,37.50,0.000,0,280.000,7980,c-1-,薬庫,,ﾄﾈ192,622595801,,内服,共和コーポレーション,0,1,0,0,0,0,1,1190012F6303,ドネペジル塩酸塩口腔内崩壊錠
セルベックスカプセル５０ｍｇ H,9.60,7.58,165.000,カプセル,1251,1584,1.42,235.000,1781,2254,473,20.98,0.000,0,400.000,3032,e-3-,薬庫,,ｾﾙﾍ02,612320346,,内服,アルフレッサ,0,0,0,0,0,0,0,2329012M1021,テプレノンカプセル
ダイアモックス錠２５０ｍｇ H,18.90,17.34,72.000,錠,1248,1361,,,,,,,,,72.000,1248,e-3-,薬庫,,ﾀｲ121,620004518,,内服,スズケン,0,0,0,0,0,0,0,2134002F1109,アセタゾラミド錠
【ツ０４６】ツムラ七物降下湯エキス顆粒（医療用） H2.500,13.10,7.90,157.500,ｇ,1244,2063,,,,,,,,,,,デッド,薬庫,,,615101443,,内服,,0,0,0,0,0,0,0,5200064D1045,七物降下湯エキス顆粒
トレシーバ注　ペンフィル　３００単位 B,1438.00,1243.00,1.000,筒,1243,1438,8.50,34.000,42262,48892,6630,13.56,0.000,0,28.000,36442,REI-2-,薬庫,,ﾄﾚｼ01,622199001,,注射,アルフレッサ,0,1,0,0,0,0,0,2492419A1029,インスリン　デグルデク（遺伝子組換え）注射液
メバロチン錠５　５ｍｇ H,15.20,14.13,88.000,錠,1243,1338,3.98,450.000,6359,6839,480,7.02,0.000,0,400.000,5652,d-2-,薬庫,,ﾒﾊﾛ06,610454085,,内服,アルフレッサ,0,0,0,0,0,0,0,2189010F1039,プラバスタチンナトリウム錠
ジピリダモール錠１００ｍｇ「トーワ」 H,5.90,5.13,242.000,錠,1241,1428,2.06,650.000,3335,3835,500,13.04,0.000,0,500.000,2565,J-9-3,薬庫,,ｼﾋﾘ102,620314401,,内服,東和,0,0,0,0,0,0,1,2171010F3070,ジピリダモール錠
エパデールＳ３００　３００ｍｇ H,22.60,22.00,56.000,包,1232,1266,,,,,,,,,,,デッド,薬庫,,,610421343,,内服,,0,0,0,0,0,0,0,3399004M2022,イコサペント酸エチル粒状カプセル
カルブロック錠１６ｍｇ H,30.30,28.61,43.000,錠,1230,1303,0.00,0.000,0,0,0,0.00,0.000,0,,,e-2-,薬庫,,ｶﾙﾌ09,610470002,,内服,アルフレッサ,0,0,0,0,0,0,0,2149043F2026,アゼルニジピン錠
オースギ加味帰脾湯エキスＧ H4.000,11.30,10.24,120.000,ｇ,1229,1356,,,,,,,,,,,デッド,薬庫,,,615101024,,内服,,0,0,0,0,0,0,0,5200016D1020,加味帰脾湯エキス顆粒
ルボックス錠２５　２５ｍｇ H,16.70,19.50,63.000,錠,1229,1052,,,,,,,,,63.000,1229,zaiko-nasi,薬庫,,,610432019,,内服,スズケン,0,0,0,0,0,0,0,1179039F1036,フルボキサミンマレイン酸塩錠
チラーヂンＳ錠７５μｇ H,9.80,8.90,138.000,錠,1228,1352,0.00,0.000,0,0,0,0.00,130.000,1157,10.000,89,c-1-,薬庫,,ﾁﾗﾁ10,622169701,,内服,,0,1,0,0,0,0,0,2431004F5027,レボチロキシンナトリウム水和物錠
プリモボラン錠５ｍｇ H,12.10,10.87,113.000,錠,1228,1367,,,,,,,,,,,d-7-,薬庫,,ﾌﾘﾓ01,612440017,,内服,メディセオ,0,0,0,0,0,0,0,2449003F1021,メテノロン酢酸エステル錠
フエナゾールクリーム５％ H10.000,14.90,15.32,80.000,ｇ,1226,1192,,,,,,,,,,,デッド,薬庫,,,620642301,,外用,ケーエスケー,0,0,0,0,0,0,0,2649727N1054,ウフェナマートクリーム
アズノールうがい液４％ H5.000,26.90,24.50,50.000,ｍＬ,1225,1345,5.47,260.000,6370,6999,629,8.99,10.000,246,200.000,4900,k-11-,薬庫,,ｱｽﾉ07,660463002,,外用,スズケン,0,0,0,0,0,0,1,2260700F1021,アズレンスルホン酸ナトリウム水和物含嗽剤
グラマリール錠２５ｍｇ H,13.60,12.50,98.000,錠,1225,1333,1.46,251.000,3138,3412,274,8.03,0.000,0,105.000,1313,e-2-,薬庫,バラ,ｸﾗﾏ04,611190026,,内服,スズケン,0,0,0,0,0,0,0,1190004F1021,チアプリド塩酸塩錠
ロサルヒド配合錠ＬＤ「日医工」 H,18.60,12.25,100.000,錠,1225,1860,,,,,,,,,100.000,1225,zaiko-nasi,薬庫,,ﾛｻ125,622359801,,内服,日医工オオサカ,0,0,0,0,0,0,1,2149110F1287,ロサルタンカリウム・ヒドロクロロチアジド配合剤錠
イコサペント酸エチルカプセル３００ｍｇ「日医工」 H,12.50,11.13,110.000,カプセル,1224,1375,1.92,182.000,2026,2275,249,10.95,0.000,0,100.000,1113,e-1-,薬庫,,ｲｺｻ16,620815601,,内服,日医工オオサカ,0,0,0,0,0,0,1,3399004M1352,イコサペント酸エチルカプセル
【ツ０７７】ツムラきゅう帰膠艾湯エキス顆粒（医療用） H3.000,8.00,7.53,162.000,ｇ,1220,1296,,,,,,,,,162.000,1220,薬庫１,薬庫,,ﾂﾑﾗ19,615101413,,内服,ケーエスケー,0,0,0,0,0,0,0,5200023D1020,きゅう帰膠艾湯エキス顆粒
アリピプラゾール散１％「アメル」 B,19.30,18.33,66.000,ｇ,1210,1274,0.42,35.500,651,685,34,4.96,0.000,0,,,S-1,薬庫,,ｱﾘﾋ01,622562001,,内服,,0,1,0,0,0,0,1,1179045B1030,アリピプラゾール散
セスデンカプセル３０ｍｇ H,9.70,9.43,128.000,カプセル,1207,1242,0.78,100.000,943,970,27,2.78,0.000,0,100.000,943,J-8-1,薬庫,,ｾｽﾃ08,620003561,,内服,共和コーポレーション,0,0,0,0,0,0,0,1249005M1083,チメピジウム臭化物水和物カプセル
ユリス錠０．５ｍｇ H,27.70,24.14,50.000,錠,1207,1385,7.00,350.000,8449,9695,1246,12.85,26.000,628,426.000,10284,d-3-,薬庫,,ﾕﾘｽ01,622703601,,内服,ケーエスケー,0,0,0,0,0,0,0,3949005F1022,ドチヌラド錠
オランザピンＯＤ錠５ｍｇ「明治」 H,18.90,19.13,63.000,錠,1205,1191,,,,,,,,,,,デッド,薬庫,,ｵﾗﾝ91,622502401,,内服,,0,1,0,0,0,0,1,1179044F4141,オランザピン口腔内崩壊錠
ノボリンＲ注フレックスペン　３００単位 B,1296.00,1203.00,1.000,キット,1203,1296,4.00,4.000,4812,5184,372,7.18,0.000,0,4.000,4812,REI-2-,薬庫,,ﾉﾎﾘ10,620000265,,注射,スズケン,0,1,0,0,0,0,0,2492413G8053,インスリン　ヒト（遺伝子組換え）キット
フェノフィブラート錠８０ｍｇ「武田テバ」 H,10.10,8.37,143.000,錠,1197,1444,3.55,490.000,4101,4948,847,17.12,0.000,0,500.000,3973,d-7-,薬庫,,ﾌｴﾉ57,622590601,,内服,メディセオ,0,0,0,0,0,0,1,2183006F4046,フェノフィブラート錠
イソメニールカプセル７．５ｍｇ H,8.80,7.86,152.000,カプセル,1195,1338,4.12,987.000,7758,8686,928,10.68,92.000,777,900.000,7546,e-1-,薬庫,バラ,ｲｿﾒ02,620005916,,内服,メディセオ,0,0,0,0,0,0,0,1339001N1039,ｄｌ－イソプレナリン塩酸塩徐放カプセル
精製水「ケンエー」 B,0.25,0.22,5432.000,ｍＬ,1195,1358,9.08,74596.000,16411,18649,2238,12.00,0.000,0,69000.000,15442,製剤室,薬庫,,ｾｲｾ69,620001164,,内服,アルフレッサ,0,0,0,0,0,0,0,7131001X1100,精製水
２ｍｇセルシン錠 H,6.00,5.04,237.000,錠,1194,1422,0.79,180.000,907,1080,173,16.02,0.000,0,200.000,1008,J-8-5,薬庫,,ｾﾙｼ05,611170005,,内服,メディセオ,0,0,0,3,0,0,0,1124017F2135,ジアゼパム錠
エキザルベ H5.000,29.80,26.54,45.000,ｇ,1194,1341,1.27,70.000,1858,2086,228,10.93,0.000,0,50.000,1327,K,薬庫,,ｴｷｻ01,662640043,,外用,アルフレッサ,0,0,0,0,0,0,0,2649852M1020,混合死菌製剤軟膏
ニフェジピンＣＲ錠１０ｍｇ「ＺＥ」 H,6.40,5.80,205.000,錠,1189,1312,4.40,1079.000,6258,6906,648,9.38,0.000,0,1000.000,5800,c-1-,薬庫,,ﾆﾌｴ94,621685401,,内服,辰巳,0,1,0,0,0,0,1,2171014G3111,ニフェジピン徐放錠
カルボシステインシロップ小児用５％「トーワ」 B,2.60,2.21,535.600,ｍＬ,1184,1393,21.43,7226.500,15971,18791,2820,15.01,0.000,0,7200.000,15938,N- -,薬庫,,ｶﾙﾎ67,620384501,,内服,東和,0,0,0,0,0,0,1,2233002Q1124,Ｌ－カルボシステインシロップ
ケフラールカプセル２５０ｍｇ H,54.70,49.23,24.000,カプセル,1182,1313,0.17,9.000,443,492,49,9.96,51.000,2659,,,e-2-,薬庫,,ｹﾌﾗ02,616130110,,内服,スズケン,0,0,0,0,0,0,0,6132005M1059,セファクロルカプセル
